Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.15     0.00     1950     0.00     0.00  std::vector<Cluster*, std::allocator<Cluster*> >::end()
  0.00      0.15     0.00     1872     0.00     0.00  Cluster::addElement(Point*)
  0.00      0.15     0.00     1872     0.00     0.00  void __gnu_cxx::new_allocator<Point*>::construct<Point*, Point* const&>(Point**, Point* const&)
  0.00      0.15     0.00     1872     0.00     0.00  void std::allocator_traits<std::allocator<Point*> >::construct<Point*, Point* const&>(std::allocator<Point*>&, Point**, Point* const&)
  0.00      0.15     0.00     1872     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::push_back(Point* const&)
  0.00      0.15     0.00     1578     0.00     0.00  Point** std::__niter_base<Point**>(Point**)
  0.00      0.15     0.00     1204     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::size() const
  0.00      0.15     0.00     1082     0.00     0.00  __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::base() const
  0.00      0.15     0.00      910     0.00     0.00  Cluster::initSumCluster()
  0.00      0.15     0.00      891     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator()
  0.00      0.15     0.00      789     0.00     0.00  __gnu_cxx::new_allocator<Point*>::_M_max_size() const
  0.00      0.15     0.00      556     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::_S_relocate(Point**, Point**, Point**, std::allocator<Point*>&)
  0.00      0.15     0.00      526     0.00     0.00  __gnu_cxx::new_allocator<Point*>::max_size() const
  0.00      0.15     0.00      526     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_M_get_Tp_allocator() const
  0.00      0.15     0.00      526     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::max_size() const
  0.00      0.15     0.00      526     0.00     0.00  std::allocator_traits<std::allocator<Point*> >::max_size(std::allocator<Point*> const&)
  0.00      0.15     0.00      526     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::_S_max_size(std::allocator<Point*> const&)
  0.00      0.15     0.00      526     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::_S_do_relocate(Point**, Point**, Point**, std::allocator<Point*>&, std::integral_constant<bool, true>)
  0.00      0.15     0.00      526     0.00     0.00  Point** std::__relocate_a<Point**, Point**, std::allocator<Point*> >(Point**, Point**, Point**, std::allocator<Point*>&)
  0.00      0.15     0.00      526     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<Point*, void>::value, Point**>::type std::__relocate_a_1<Point*, Point*>(Point**, Point**, Point**, std::allocator<Point*>&)
  0.00      0.15     0.00      482     0.00     0.00  std::vector<Cluster*, std::allocator<Cluster*> >::size() const
  0.00      0.15     0.00      450     0.00     0.00  Cluster::getNumberCluster()
  0.00      0.15     0.00      420     0.00     0.00  Cluster::setEmptyCluster()
  0.00      0.15     0.00      420     0.00     0.00  Cluster::getNumberElements()
  0.00      0.15     0.00      420     0.00     0.00  Cluster::sumPoints()
  0.00      0.15     0.00      420     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::_M_erase_at_end(Point**)
  0.00      0.15     0.00      420     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::clear()
  0.00      0.15     0.00      335     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Point**>(Point**, Point**)
  0.00      0.15     0.00      335     0.00     0.00  void std::_Destroy<Point**>(Point**, Point**)
  0.00      0.15     0.00      335     0.00     0.00  void std::_Destroy<Point**, Point*>(Point**, Point**, std::allocator<Point*>&)
  0.00      0.15     0.00      312     0.00     0.00  Point::Point(int)
  0.00      0.15     0.00      279     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_M_deallocate(Point**, unsigned long)
  0.00      0.15     0.00      279     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.15     0.00      278     0.00     0.00  __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >::difference_type __gnu_cxx::operator-<Point**, std::vector<Point*, std::allocator<Point*> > >(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > > const&, __gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > > const&)
  0.00      0.15     0.00      278     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.15     0.00      278     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_M_allocate(unsigned long)
  0.00      0.15     0.00      263     0.00     0.00  __gnu_cxx::new_allocator<Point*>::allocate(unsigned long, void const*)
  0.00      0.15     0.00      263     0.00     0.00  std::allocator_traits<std::allocator<Point*> >::allocate(std::allocator<Point*>&, unsigned long)
  0.00      0.15     0.00      253     0.00     0.00  void std::vector<Point*, std::allocator<Point*> >::_M_realloc_insert<Point* const&>(__gnu_cxx::__normal_iterator<Point**, std::vector<Point*, std::allocator<Point*> > >, Point* const&)
  0.00      0.15     0.00      218     0.00     0.00  Cluster*&& std::forward<Cluster*>(std::remove_reference<Cluster*>::type&)
  0.00      0.15     0.00      218     0.00     0.00  Centroid*&& std::forward<Centroid*>(std::remove_reference<Centroid*>::type&)
  0.00      0.15     0.00      193     0.00     0.00  __gnu_cxx::new_allocator<Point*>::deallocate(Point**, unsigned long)
  0.00      0.15     0.00      193     0.00     0.00  std::allocator_traits<std::allocator<Point*> >::deallocate(std::allocator<Point*>&, Point**, unsigned long)
  0.00      0.15     0.00      156     0.00     0.00  __gnu_cxx::__normal_iterator<Centroid**, std::vector<Centroid*, std::allocator<Centroid*> > >::__normal_iterator(Centroid** const&)
  0.00      0.15     0.00       78     0.00     0.00  std::vector<Centroid*, std::allocator<Centroid*> >::end()
  0.00      0.15     0.00       76     0.00     0.00  Point::getTotalNumberPoints()
  0.00      0.15     0.00       72     0.00     0.00  std::vector<Point*, std::allocator<Point*> >::vector()
  0.00      0.15     0.00       71     0.00     0.00  __gnu_cxx::new_allocator<Point*>::new_allocator()
  0.00      0.15     0.00       71     0.00     0.00  std::allocator<Point*>::allocator()
  0.00      0.15     0.00       71     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_Vector_impl::_Vector_impl()
  0.00      0.15     0.00       71     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.15     0.00       71     0.00     0.00  std::_Vector_base<Point*, std::allocator<Point*> >::_Vector_base()
  0.00      0.15     0.00       70     0.00     0.00  Cluster::createCentroid(int)
  0.00      0.15     0.00       70     0.00     0.00  Cluster::Cluster(int)
  0.00      0.15     0.00       70     0.00     0.00  Centroid::Centroid(int)
  0.00      0.15     0.00       70     0.00     0.00  void __gnu_cxx::new_allocator<Cluster*>::construct<Cluster*, Cluster*>(Cluster**, Cluster*&&)
  0.00      0.15     0.00       70     0.00     0.00  void __gnu_cxx::new_allocator<Centroid*>::construct<Centroid*, Centroid*>(Centroid**, Centroid*&&)
  0.00      0.15     0.00       70     0.00     0.00  __gnu_cxx::__normal_iterator<Cluster**, std::vector<Cluster*, std::allocator<Cluster*> > >::operator-(long) const
  0.00      0.15     0.00       70     0.00     0.00  __gnu_cxx::__normal_iterator<Centroid**, std::vector<Centroid*, std::allocator<Centroid*> > >::operator*() const
  0.00      0.15     0.00       70     0.00     0.00  __gnu_cxx::__normal_iterator<Centroid**, std::vector<Centroid*, std::allocator<Centroid*> > >::operator-(long) const
  0.00      0.15     0.00       70     0.00     0.00  void std::allocator_traits<std::allocator<Cluster*> >::construct<Cluster*, Cluster*>(std::allocator<Cluster*>&, Cluster**, Cluster*&&)
  0.00      0.15     0.00       70     0.00     0.00  void std::allocator_traits<std::allocator<Centroid*> >::construct<Centroid*, Centroid*>(std::allocator<Centroid*>&, Centroid**, Centroid*&&)
  0.00      0.15     0.00       70     0.00     0.00  Cluster*& std::vector<Cluster*, std::allocator<Cluster*> >::emplace_back<Cluster*>(Cluster*&&)
  0.00      0.15     0.00       70     0.00     0.00  std::vector<Cluster*, std::allocator<Cluster*> >::back()
  0.00      0.15     0.00       70     0.00     0.00  std::vector<Cluster*, std::allocator<Cluster*> >::push_back(Cluster*&&)
